timestamp,elapsed_s,temp_c,pressure_pa,altitude_m,pitch_deg,roll_deg,throttle
2026-05-23T23:43:02.108321,60.334,30.57,100879.05,0.570,-0.32,-1.49,1146
2026-05-23T23:43:02.169010,60.434,30.57,100879.52,0.570,-0.20,-1.60,1148
2026-05-23T23:43:02.296010,60.535,30.56,100879.07,0.570,0.01,-1.56,1153
2026-05-23T23:43:02.388473,60.637,30.56,100879.35,0.570,-0.08,-2.11,1156
2026-05-23T23:43:02.493994,60.737,30.56,100880.16,0.570,0.02,-1.85,1161
2026-05-23T23:43:02.588101,60.837,30.56,100879.08,0.570,0.08,-1.67,1166
2026-05-23T23:43:02.683999,60.939,30.56,100879.31,0.570,0.06,-2.22,1169
2026-05-23T23:43:02.799192,61.041,30.55,100878.89,0.570,0.02,-2.54,1174
2026-05-23T23:43:02.884615,61.142,30.55,100878.78,0.570,-0.01,-2.42,1179
2026-05-23T23:43:03.000129,61.242,30.55,100879.07,0.570,-0.03,-2.95,1181
2026-05-23T23:43:03.093640,61.344,30.55,100879.12,0.570,-0.08,-3.29,1186
2026-05-23T23:43:03.186684,61.444,30.55,100879.94,0.570,-0.30,-3.76,1186
2026-05-23T23:43:03.304194,61.545,30.54,100879.17,0.570,-0.26,-3.78,1189
2026-05-23T23:43:03.399636,61.645,30.54,100878.30,0.570,-0.41,-4.11,1191
2026-05-23T23:43:03.515660,61.745,30.54,100878.33,0.620,-0.44,-4.56,1196
2026-05-23T23:43:03.599660,61.846,30.54,100878.13,0.620,-0.41,-4.61,1199
2026-05-23T23:43:03.707172,61.948,30.54,100878.53,0.620,-0.30,-4.82,1200
2026-05-23T23:43:03.800171,62.050,30.54,100878.86,0.670,-0.16,-4.94,1201
2026-05-23T23:43:03.909737,62.150,30.54,100879.16,0.670,-0.37,-5.18,1206
2026-05-23T23:43:04.011220,62.252,30.54,100879.29,0.670,-0.34,-5.54,1210
2026-05-23T23:43:04.115731,62.353,30.54,100879.02,0.670,-0.34,-5.53,1216
2026-05-23T23:43:04.212267,62.455,30.54,100879.33,0.670,-0.58,-6.10,1219
2026-05-23T23:43:04.329143,62.557,30.54,100878.51,0.670,-0.52,-6.81,1224
2026-05-23T23:43:04.408916,62.657,30.53,100878.81,0.670,-0.79,-7.75,1225
2026-05-23T23:43:04.507704,62.758,30.53,100879.21,0.670,-0.95,-8.80,1236
2026-05-23T23:43:04.623799,62.859,30.53,100879.20,0.670,-1.19,-10.93,1236
2026-05-23T23:43:04.726832,62.959,30.53,100879.88,0.620,-1.20,-13.97,1209
2026-05-23T23:43:04.822703,63.060,30.53,100880.02,0.620,-1.40,-18.23,1068
2026-05-23T23:43:04.908315,63.161,30.53,100880.25,0.620,-1.23,-21.28,1053
2026-05-23T23:43:05.000824,63.262,30.53,100880.49,0.620,-1.06,-20.08,1053
2026-05-23T23:43:05.117850,63.362,30.53,100880.80,0.570,-0.81,-6.86,1053
2026-05-23T23:43:05.223120,63.463,30.53,100881.34,0.570,-0.61,2.76,1053
2026-05-23T23:43:05.320122,63.563,30.53,100880.45,0.510,-0.69,-2.02,1039
2026-05-23T23:43:05.415324,63.664,30.53,100880.52,0.510,-1.21,0.14,1023
2026-05-23T23:43:05.529027,63.764,30.53,100880.89,0.510,-1.05,-1.21,1023
2026-05-23T23:43:05.644537,63.865,30.53,100880.98,0.510,-1.08,0.06,1023
2026-05-23T23:43:05.732854,63.965,30.53,100881.11,0.510,-1.20,-0.38,1023
2026-05-23T23:43:05.823910,64.065,30.54,100881.62,0.510,-1.28,0.05,1023
2026-05-23T23:43:05.907910,64.166,30.54,100881.32,0.460,-1.31,0.12,1023
2026-05-23T23:43:06.024930,64.267,30.54,100880.81,0.460,-1.44,0.29,1023
2026-05-23T23:43:06.164931,64.367,30.54,100881.33,0.460,-1.55,0.60,1023
2026-05-23T23:43:06.222930,64.467,30.54,100881.08,0.460,-1.60,0.76,1023
2026-05-23T23:43:06.320442,64.569,30.54,100880.45,0.460,-1.61,0.90,1023
2026-05-23T23:43:06.447441,64.669,30.55,100880.36,0.460,-1.62,1.17,1023
2026-05-23T23:43:06.528954,64.769,30.55,100880.69,0.460,-1.61,1.32,1023
2026-05-23T23:43:06.655954,64.871,30.55,100880.84,0.460,-1.62,1.55,1023
2026-05-23T23:43:06.728983,64.971,30.55,100880.54,0.460,-1.62,1.68,1023
2026-05-23T23:43:06.835982,65.073,30.55,100880.56,0.460,-1.62,1.93,1023
2026-05-23T23:43:06.933929,65.174,30.55,100880.48,0.460,-1.61,2.06,1023
2026-05-23T23:43:07.034605,65.275,30.56,100880.20,0.460,-1.57,2.24,1023
2026-05-23T23:43:07.128801,65.376,30.56,100880.38,0.460,-1.59,2.39,1023
2026-05-23T23:43:07.224345,65.478,30.56,100881.03,0.460,-1.61,2.53,1023
2026-05-23T23:43:07.359366,65.578,30.56,100880.22,0.460,-1.62,2.73,1023
2026-05-23T23:43:07.428364,65.678,30.56,100880.64,0.460,-1.62,2.84,1023
2026-05-23T23:43:07.539742,65.779,30.56,100880.10,0.460,-1.60,2.98,1023
2026-05-23T23:43:07.635742,65.880,30.56,100879.86,0.460,-1.56,3.07,1023
2026-05-23T23:43:07.739837,65.980,30.57,100880.36,0.510,-1.54,3.19,1023
2026-05-23T23:43:07.835864,66.081,30.57,100880.83,0.510,-1.53,3.29,1023
2026-05-23T23:43:07.931530,66.182,30.57,100880.63,0.510,-1.51,3.39,1023
2026-05-23T23:43:08.035564,66.283,30.56,100879.82,0.510,-1.49,3.48,1023
2026-05-23T23:43:08.132108,66.384,30.57,100881.05,0.510,-1.47,3.56,1023
2026-05-23T23:43:08.237158,66.485,30.57,100880.44,0.510,-1.45,3.63,1023
2026-05-23T23:43:08.340182,66.585,30.57,100880.28,0.510,-1.44,3.69,1023
2026-05-23T23:43:08.437603,66.685,30.57,100879.62,0.510,-1.41,3.75,1023
2026-05-23T23:43:08.555110,66.787,30.57,100880.68,0.510,-1.38,3.80,1023
2026-05-23T23:43:08.658156,66.888,30.58,100880.66,0.510,-1.35,3.84,1023
2026-05-23T23:43:08.759744,66.988,30.58,100881.72,0.510,-1.33,3.87,1023
2026-05-23T23:43:08.850743,67.090,30.58,100881.22,0.510,-1.31,3.89,1023
2026-05-23T23:43:08.946743,67.191,30.58,100881.09,0.460,-1.28,3.91,1023
2026-05-23T23:43:09.052292,67.292,30.58,100881.66,0.460,-1.26,3.91,1023
2026-05-23T23:43:09.157313,67.392,30.58,100881.87,0.460,-1.23,3.91,1023
2026-05-23T23:43:09.259428,67.492,30.58,100880.12,0.460,-1.20,3.90,1023
2026-05-23T23:43:09.347966,67.593,30.58,100880.27,0.460,-1.17,3.89,1023
2026-05-23T23:43:09.451736,67.694,30.58,100880.38,0.460,-1.15,3.87,1023
2026-05-23T23:43:09.564566,67.795,30.58,100881.73,0.460,-1.12,3.85,1023
2026-05-23T23:43:09.653795,67.896,30.59,100881.59,0.460,-1.10,3.82,1023
2026-05-23T23:43:09.768482,67.998,30.59,100881.80,0.460,-1.07,3.79,1023
2026-05-23T23:43:09.848483,68.099,30.59,100882.68,0.460,-1.05,3.76,1023
2026-05-23T23:43:09.943483,68.199,30.59,100882.39,0.410,-1.03,3.72,1023
2026-05-23T23:43:10.060271,68.299,30.59,100881.62,0.410,-1.00,3.67,1023
2026-05-23T23:43:10.132844,68.400,30.59,100881.42,0.410,-0.99,3.64,1023
2026-05-23T23:43:10.258662,68.501,30.59,100881.05,0.410,-0.96,3.57,1023
2026-05-23T23:43:10.353197,68.602,30.60,100881.18,0.410,-0.94,3.53,1023
2026-05-23T23:43:10.458770,68.703,30.60,100881.83,0.410,-0.92,3.47,1023
2026-05-23T23:43:10.552271,68.804,30.60,100881.70,0.410,-0.91,3.42,1023
2026-05-23T23:43:10.646781,68.904,30.60,100880.79,0.410,-0.89,3.36,1023
2026-05-23T23:43:10.761364,69.005,30.60,100880.70,0.410,-0.88,3.30,1023
2026-05-23T23:43:10.855115,69.105,30.60,100881.37,0.410,-0.86,3.24,1023
2026-05-23T23:43:10.962880,69.206,30.60,100881.52,0.410,-0.85,3.18,1023
2026-05-23T23:43:11.058397,69.307,30.60,100881.38,0.410,-0.84,3.13,1023
2026-05-23T23:43:11.154448,69.407,30.60,100881.30,0.410,-0.83,3.07,1023
2026-05-23T23:43:11.258650,69.508,30.61,100882.38,0.410,-0.82,3.01,1023
2026-05-23T23:43:11.375907,69.608,30.61,100882.04,0.410,-0.81,2.95,1023
2026-05-23T23:43:11.479153,69.710,30.61,100882.27,0.410,-0.81,2.90,1023
2026-05-23T23:43:11.555527,69.811,30.61,100881.38,0.410,-0.80,2.85,1023
2026-05-23T23:43:11.670355,69.912,30.61,100881.26,0.410,-0.80,2.79,1023
2026-05-23T23:43:11.786217,70.014,30.61,100881.20,0.410,-0.79,2.74,1023
2026-05-23T23:43:11.861389,70.115,30.61,100881.59,0.410,-0.79,2.70,1023
2026-05-23T23:43:11.967176,70.217,30.62,100882.37,0.410,-0.79,2.65,1023
2026-05-23T23:43:12.071286,70.318,30.62,100881.80,0.410,-0.79,2.60,1023
2026-05-23T23:43:12.167464,70.419,30.62,100881.32,0.410,-0.79,2.56,1023
2026-05-23T23:43:12.283039,70.519,30.62,100881.24,0.410,-0.80,2.52,1023
2026-05-23T23:43:12.376223,70.621,30.62,100881.48,0.410,-0.80,2.49,1023
2026-05-23T23:43:12.483053,70.722,30.62,100881.50,0.410,-0.80,2.45,1023
2026-05-23T23:43:12.575621,70.823,30.62,100881.98,0.410,-0.81,2.42,1023
2026-05-23T23:43:12.704170,70.925,30.62,100881.44,0.410,-0.81,2.38,1023
2026-05-23T23:43:12.768301,71.025,30.62,100881.12,0.410,-0.82,2.36,1023
2026-05-23T23:43:12.894223,71.127,30.63,100881.05,0.410,-0.83,2.33,1023
2026-05-23T23:43:12.988223,71.229,30.63,100880.95,0.410,-0.83,2.31,1023
2026-05-23T23:43:13.072284,71.329,30.63,100881.23,0.410,-0.84,2.30,1023
2026-05-23T23:43:13.188580,71.429,30.63,100881.87,0.410,-0.85,2.28,1023
2026-05-23T23:43:13.288854,71.529,30.63,100882.37,0.410,-0.86,2.27,1023
2026-05-23T23:43:13.379467,71.630,30.63,100881.95,0.410,-0.86,2.26,1023
2026-05-23T23:43:13.484263,71.732,30.63,100881.77,0.410,-0.87,2.25,1023
2026-05-23T23:43:13.599281,71.832,30.63,100880.65,0.410,-0.88,2.24,1023
2026-05-23T23:43:13.685986,71.933,30.63,100880.99,0.410,-0.89,2.23,1023
2026-05-23T23:43:13.779226,72.034,30.63,100880.14,0.410,-0.89,2.23,1023
2026-05-23T23:43:13.883755,72.134,30.63,100880.53,0.410,-0.90,2.23,1023
2026-05-23T23:43:13.969757,72.236,30.64,100881.72,0.410,-0.91,2.23,1023
2026-05-23T23:43:14.096266,72.338,30.64,100881.52,0.410,-0.92,2.24,1023
2026-05-23T23:43:14.190444,72.439,30.64,100881.73,0.410,-0.93,2.25,1023
2026-05-23T23:43:14.293720,72.540,30.64,100881.41,0.410,-0.94,2.26,1023
2026-05-23T23:43:14.388261,72.642,30.64,100881.58,0.410,-0.95,2.27,1023
2026-05-23T23:43:14.527940,72.743,30.64,100881.59,0.410,-0.96,2.28,1023
2026-05-23T23:43:14.588610,72.844,30.64,100882.17,0.410,-0.97,2.29,1023
2026-05-23T23:43:14.707610,72.945,30.64,100882.36,0.410,-0.98,2.30,1023
2026-05-23T23:43:14.801666,73.046,30.65,100881.68,0.410,-0.98,2.31,1023
2026-05-23T23:43:14.904177,73.148,30.65,100882.04,0.410,-0.99,2.32,1023
2026-05-23T23:43:14.999196,73.248,30.65,100881.43,0.410,-1.00,2.34,1023
2026-05-23T23:43:15.094197,73.350,30.65,100881.85,0.410,-1.00,2.35,1023
2026-05-23T23:43:15.210712,73.450,30.65,100883.23,0.410,-1.00,2.37,1023
2026-05-23T23:43:15.300043,73.551,30.65,100882.05,0.360,-1.01,2.39,1023
2026-05-23T23:43:15.414268,73.652,30.65,100881.99,0.360,-1.02,2.41,1023
2026-05-23T23:43:15.512533,73.753,30.65,100882.91,0.360,-1.02,2.43,1023
2026-05-23T23:43:15.623102,73.854,30.66,100882.48,0.360,-1.03,2.45,1023
2026-05-23T23:43:15.711105,73.955,30.66,100882.48,0.360,-1.03,2.47,1023
2026-05-23T23:43:15.807162,74.056,30.66,100881.36,0.360,-1.03,2.48,1023
2026-05-23T23:43:15.916162,74.158,30.66,100881.63,0.360,-1.04,2.50,1023
2026-05-23T23:43:16.007162,74.259,30.66,100881.83,0.360,-1.04,2.52,1023
2026-05-23T23:43:16.118669,74.360,30.66,100881.15,0.360,-1.04,2.54,1023
2026-05-23T23:43:16.218695,74.460,30.66,100881.03,0.360,-1.04,2.56,1023
2026-05-23T23:43:16.319172,74.561,30.67,100881.73,0.410,-1.05,2.58,1023
2026-05-23T23:43:16.445424,74.661,30.67,100882.24,0.410,-1.05,2.59,1023
2026-05-23T23:43:16.516425,74.761,30.67,100882.23,0.410,-1.04,2.61,1023
2026-05-23T23:43:16.633424,74.863,30.67,100882.10,0.410,-1.04,2.62,1023
2026-05-23T23:43:16.729937,74.963,30.68,100882.56,0.410,-1.04,2.64,1023
2026-05-23T23:43:16.819799,75.064,30.68,100882.87,0.360,-1.04,2.65,1023
2026-05-23T23:43:16.915309,75.166,30.68,100882.96,0.360,-1.04,2.66,1023
2026-05-23T23:43:17.019345,75.267,30.69,100882.86,0.360,-1.04,2.68,1023
2026-05-23T23:43:17.136834,75.367,30.69,100881.58,0.360,-1.04,2.69,1023
2026-05-23T23:43:17.212957,75.468,30.69,100881.95,0.360,-1.04,2.70,1023
2026-05-23T23:43:17.336143,75.569,30.69,100882.41,0.360,-1.04,2.71,1023
2026-05-23T23:43:17.420142,75.670,30.69,100882.42,0.360,-1.04,2.72,1023
2026-05-23T23:43:17.551394,75.770,30.69,100882.23,0.360,-1.03,2.73,1023
2026-05-23T23:43:17.622394,75.870,30.70,100882.34,0.360,-1.03,2.73,1023
2026-05-23T23:43:17.733493,75.970,30.70,100881.83,0.360,-1.03,2.74,1023
2026-05-23T23:43:17.813568,76.070,30.70,100882.57,0.360,-1.03,2.74,1023
2026-05-23T23:43:17.934110,76.170,30.70,100881.69,0.360,-1.03,2.75,1023
2026-05-23T23:43:18.030620,76.272,30.70,100882.44,0.360,-1.03,2.76,1023
2026-05-23T23:43:18.126619,76.373,30.70,100882.07,0.360,-1.03,2.76,1023
2026-05-23T23:43:18.220619,76.473,30.70,100882.85,0.360,-1.03,2.76,1023
2026-05-23T23:43:18.326185,76.574,30.70,100881.88,0.360,-1.02,2.77,1023
2026-05-23T23:43:18.432760,76.675,30.71,100882.63,0.360,-1.02,2.77,1023
2026-05-23T23:43:18.527307,76.776,30.71,100882.38,0.360,-1.02,2.77,1023
2026-05-23T23:43:18.630412,76.876,30.71,100882.32,0.360,-1.02,2.77,1023
2026-05-23T23:43:18.735480,76.977,30.71,100882.50,0.360,-1.01,2.77,1023
2026-05-23T23:43:18.809232,77.078,30.71,100882.28,0.360,-1.01,2.77,1023
2026-05-23T23:43:18.934232,77.180,30.72,100883.09,0.360,-1.01,2.76,1023
2026-05-23T23:43:19.030742,77.280,30.72,100882.52,0.360,-1.01,2.76,1023
2026-05-23T23:43:19.135252,77.381,30.72,100882.82,0.360,-1.00,2.76,1023
2026-05-23T23:43:19.239252,77.482,30.72,100882.98,0.360,-1.00,2.75,1023
2026-05-23T23:43:19.344787,77.582,30.72,100882.81,0.310,-1.00,2.75,1023
2026-05-23T23:43:19.440000,77.683,30.72,100883.09,0.310,-1.00,2.75,1023
2026-05-23T23:43:19.531228,77.785,30.72,100882.73,0.310,-0.99,2.74,1023
2026-05-23T23:43:19.647469,77.885,30.72,100882.39,0.310,-0.99,2.74,1023
2026-05-23T23:43:19.742671,77.985,30.72,100882.00,0.310,-0.99,2.73,1023
2026-05-23T23:43:19.836097,78.085,30.72,100881.90,0.310,-0.99,2.73,1023
2026-05-23T23:43:19.943037,78.186,30.73,100882.32,0.310,-0.98,2.72,1023
2026-05-23T23:43:20.045917,78.288,30.73,100882.19,0.310,-0.98,2.72,1023
2026-05-23T23:43:20.141554,78.390,30.73,100882.41,0.310,-0.98,2.71,1023
2026-05-23T23:43:20.237828,78.491,30.73,100881.77,0.310,-0.98,2.71,1023
2026-05-23T23:43:20.354822,78.593,30.73,100881.28,0.310,-0.98,2.70,1023
2026-05-23T23:43:20.438521,78.694,30.74,100881.80,0.310,-0.97,2.70,1023
2026-05-23T23:43:20.559933,78.794,30.74,100881.39,0.360,-0.97,2.69,1023
2026-05-23T23:43:20.660017,78.895,30.74,100881.70,0.360,-0.97,2.68,1023
2026-05-23T23:43:20.755241,78.996,30.74,100882.30,0.360,-0.97,2.68,1023
2026-05-23T23:43:20.842016,79.096,30.74,100882.00,0.360,-0.97,2.67,1023
2026-05-23T23:43:20.955799,79.197,30.74,100882.06,0.360,-0.97,2.67,1023
2026-05-23T23:43:21.052551,79.298,30.74,100881.62,0.360,-0.97,2.66,1023
2026-05-23T23:43:21.149079,79.399,30.74,100880.91,0.360,-0.97,2.66,1023
2026-05-23T23:43:21.252129,79.499,30.74,100880.41,0.360,-0.97,2.65,1023
2026-05-23T23:43:21.348183,79.601,30.75,100881.34,0.360,-0.97,2.65,1023
2026-05-23T23:43:21.488550,79.701,30.75,100880.50,0.410,-0.97,2.64,1023
2026-05-23T23:43:21.578924,79.801,30.75,100880.87,0.410,-0.97,2.64,1023
2026-05-23T23:43:21.660559,79.903,30.75,100880.51,0.410,-0.98,2.63,1023
2026-05-23T23:43:21.755107,80.003,30.75,100881.08,0.410,-0.98,2.63,1023
2026-05-23T23:43:21.848843,80.105,30.75,100880.82,0.410,-0.98,2.63,1023
2026-05-23T23:43:21.963901,80.205,30.75,100880.35,0.410,-0.98,2.62,1023
2026-05-23T23:43:22.058094,80.305,30.75,100881.48,0.410,-0.98,2.62,1023
2026-05-23T23:43:22.163754,80.407,30.75,100881.26,0.410,-0.98,2.62,1023
2026-05-23T23:43:22.258879,80.508,30.76,100881.10,0.410,-0.98,2.61,1023
2026-05-23T23:43:22.364607,80.609,30.76,100880.96,0.410,-0.98,2.61,1023
2026-05-23T23:43:22.458839,80.709,30.76,100881.77,0.410,-0.98,2.61,1023
2026-05-23T23:43:22.566015,80.810,30.76,100881.69,0.410,-0.98,2.61,1023
2026-05-23T23:43:22.656525,80.912,30.76,100881.36,0.410,-0.98,2.61,1023
2026-05-23T23:43:22.771849,81.012,30.76,100880.95,0.410,-0.99,2.61,1023
2026-05-23T23:43:22.868880,81.113,30.77,100881.59,0.410,-0.99,2.61,1023
2026-05-23T23:43:22.973416,81.214,30.77,100881.96,0.410,-0.99,2.61,1023
2026-05-23T23:43:23.064416,81.316,30.77,100881.55,0.410,-0.99,2.60,1023
2026-05-23T23:43:23.170616,81.416,30.77,100881.94,0.410,-0.99,2.60,1023
2026-05-23T23:43:23.265366,81.517,30.77,100881.94,0.410,-0.99,2.60,1023
2026-05-23T23:43:23.350226,81.619,30.77,100882.19,0.410,-0.99,2.60,1023
2026-05-23T23:43:23.486247,81.720,30.78,100882.15,0.410,-0.98,2.60,1023
2026-05-23T23:43:23.571387,81.820,30.78,100882.09,0.410,-0.99,2.60,1023
2026-05-23T23:43:23.675412,81.921,30.78,100882.10,0.360,-0.98,2.61,1023
2026-05-23T23:43:23.757983,82.021,30.78,100882.83,0.360,-0.98,2.61,1023
2026-05-23T23:43:23.863572,82.122,30.78,100882.65,0.360,-0.98,2.61,1023
2026-05-23T23:43:23.968084,82.223,30.78,100882.33,0.360,-0.98,2.61,1023
2026-05-23T23:43:24.083592,82.324,30.78,100881.59,0.360,-0.98,2.61,1023
2026-05-23T23:43:24.178395,82.425,30.78,100881.85,0.360,-0.98,2.61,1023
2026-05-23T23:43:24.282580,82.526,30.78,100881.88,0.360,-0.98,2.61,1023
2026-05-23T23:43:24.379797,82.627,30.79,100882.39,0.360,-0.98,2.61,1023
2026-05-23T23:43:24.487544,82.728,30.79,100881.84,0.360,-0.99,2.62,1023
2026-05-23T23:43:24.576537,82.829,30.79,100882.17,0.360,-0.98,2.62,1023
2026-05-23T23:43:24.683057,82.930,30.79,100881.95,0.360,-0.98,2.62,1023
2026-05-23T23:43:24.798925,83.031,30.79,100881.23,0.360,-0.98,2.62,1023
2026-05-23T23:43:24.893015,83.131,30.79,100881.68,0.360,-0.98,2.62,1023
2026-05-23T23:43:24.977491,83.232,30.79,100882.40,0.360,-0.98,2.62,1023
2026-05-23T23:43:25.092290,83.334,30.79,100882.68,0.360,-0.99,2.63,1023
2026-05-23T23:43:25.194801,83.434,30.79,100881.99,0.360,-0.99,2.63,1023
2026-05-23T23:43:25.281865,83.535,30.79,100881.38,0.360,-0.99,2.63,1023
2026-05-23T23:43:25.403200,83.637,30.80,100882.01,0.360,-0.99,2.63,1023
2026-05-23T23:43:25.481887,83.737,30.80,100882.04,0.360,-0.99,2.63,1023
2026-05-23T23:43:25.603941,83.837,30.80,100881.05,0.360,-0.98,2.63,1023
2026-05-23T23:43:25.683941,83.938,30.80,100881.12,0.360,-0.99,2.64,1023
2026-05-23T23:43:25.790009,84.038,30.80,100881.70,0.360,-0.99,2.64,1023
2026-05-23T23:43:25.883548,84.139,30.80,100881.09,0.360,-0.99,2.64,1023
2026-05-23T23:43:26.011058,84.239,30.80,100882.02,0.360,-0.99,2.64,1023
2026-05-23T23:43:26.085713,84.340,30.80,100881.78,0.360,-0.99,2.64,1023
2026-05-23T23:43:26.193715,84.440,30.80,100881.70,0.360,-0.99,2.64,1023
2026-05-23T23:43:26.288790,84.541,30.81,100881.85,0.360,-1.00,2.64,1023
2026-05-23T23:43:26.417495,84.643,30.81,100881.62,0.360,-1.00,2.64,1023
2026-05-23T23:43:26.491496,84.744,30.81,100881.88,0.360,-0.99,2.64,1023
2026-05-23T23:43:26.587455,84.846,30.81,100881.03,0.360,-0.99,2.64,1023
2026-05-23T23:43:26.701970,84.947,30.81,100881.51,0.360,-1.00,2.65,1023
2026-05-23T23:43:26.811992,85.047,30.81,100880.71,0.360,-1.00,2.65,1023
2026-05-23T23:43:26.903137,85.149,30.81,100880.38,0.360,-1.00,2.65,1023
2026-05-23T23:43:27.003136,85.250,30.82,100880.71,0.420,-1.00,2.65,1023
2026-05-23T23:43:27.101661,85.351,30.82,100881.45,0.420,-1.00,2.65,1023
2026-05-23T23:43:27.206172,85.452,30.82,100881.59,0.420,-0.99,2.65,1023
2026-05-23T23:43:27.315648,85.553,30.82,100881.86,0.420,-0.99,2.66,1023
2026-05-23T23:43:27.419891,85.654,30.82,100881.64,0.420,-1.00,2.66,1023
2026-05-23T23:43:27.511032,85.755,30.82,100882.01,0.420,-0.99,2.66,1023
2026-05-23T23:43:27.619018,85.856,30.82,100881.78,0.420,-1.00,2.66,1023
2026-05-23T23:43:27.711728,85.957,30.82,100881.55,0.420,-1.00,2.66,1023
2026-05-23T23:43:27.804732,86.058,30.82,100881.88,0.420,-0.99,2.66,1023
2026-05-23T23:43:27.920075,86.158,30.82,100881.80,0.420,-0.99,2.66,1023
2026-05-23T23:43:28.014216,86.260,30.83,100881.16,0.420,-0.99,2.66,1023
2026-05-23T23:43:28.120726,86.360,30.83,100881.32,0.420,-0.99,2.66,1023
2026-05-23T23:43:28.220236,86.461,30.83,100881.12,0.420,-0.99,2.66,1023
2026-05-23T23:43:28.309772,86.561,30.83,100881.62,0.420,-1.00,2.66,1023
2026-05-23T23:43:28.418868,86.661,30.83,100881.26,0.420,-1.00,2.66,1023
2026-05-23T23:43:28.524346,86.763,30.83,100881.24,0.420,-1.00,2.66,1023
2026-05-23T23:43:28.615807,86.863,30.83,100881.20,0.420,-0.99,2.66,1023
2026-05-23T23:43:28.710062,86.965,30.84,100881.51,0.420,-1.00,2.66,1023
2026-05-23T23:43:28.823089,87.065,30.84,100881.38,0.420,-0.99,2.66,1023
2026-05-23T23:43:28.924633,87.166,30.84,100881.30,0.420,-0.99,2.66,1023
2026-05-23T23:43:29.014633,87.267,30.84,100880.90,0.420,-0.99,2.66,1023
2026-05-23T23:43:29.118660,87.368,30.84,100881.15,0.420,-1.00,2.66,1023
2026-05-23T23:43:29.233660,87.469,30.84,100881.80,0.420,-0.99,2.66,1023
2026-05-23T23:43:29.327689,87.569,30.85,100881.91,0.420,-0.99,2.65,1023
2026-05-23T23:43:29.427045,87.669,30.84,100881.90,0.420,-0.99,2.65,1023
2026-05-23T23:43:29.529226,87.771,30.85,100882.77,0.420,-0.99,2.65,1023
2026-05-23T23:43:29.623971,87.871,30.84,100881.98,0.420,-0.99,2.65,1023
2026-05-23T23:43:29.716230,87.972,30.84,100882.28,0.360,-0.99,2.65,1023
2026-05-23T23:43:29.834573,88.073,30.85,100882.46,0.360,-0.99,2.65,1023
2026-05-23T23:43:29.927139,88.174,30.85,100881.65,0.360,-0.99,2.65,1023
2026-05-23T23:43:30.013235,88.275,30.85,100881.37,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.125336,88.375,30.85,100881.50,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.239607,88.477,30.85,100881.33,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.346149,88.579,30.85,100881.29,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.429312,88.680,30.85,100882.19,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.538858,88.780,30.85,100881.26,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.636087,88.881,30.86,100881.65,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.734819,88.982,30.85,100880.99,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.833404,89.083,30.86,100881.29,0.360,-0.98,2.65,1023
2026-05-23T23:43:30.950534,89.183,30.86,100881.19,0.360,-0.98,2.65,1023
2026-05-23T23:43:31.038535,89.285,30.86,100880.93,0.360,-0.98,2.65,1023
2026-05-23T23:43:31.143719,89.386,30.86,100881.77,0.360,-0.98,2.65,1023
2026-05-23T23:43:31.251419,89.487,30.86,100881.88,0.360,-0.98,2.65,1023
2026-05-23T23:43:31.344150,89.589,30.86,100881.09,0.360,-0.97,2.65,1023
2026-05-23T23:43:31.439060,89.689,30.86,100881.62,0.360,-0.97,2.65,1023
